# WV(Ang)	Flux_Pri	Flux_Sec
5192.91626837	0.99855266	0.71008152
5192.94556343	1.00026939	0.70607857
5192.97497822	1.00615423	0.63593816
5193.00439318	1.02736056	0.65171827
5193.03380831	1.03761197	0.68537548
5193.06310403	1.04054688	0.65414501
5193.09251948	1.04386564	0.63856986
5193.12193511	1.04420214	0.63617656
5193.15123133	1.04769844	0.59186720
5193.18064728	1.04754574	0.57620388
5193.21006341	1.04277550	0.59535359
5193.23947970	1.04955815	0.58189143
5193.26877658	1.04338638	0.57160814
5193.29819320	1.04418141	0.56455129
5193.32760999	1.00045521	0.61027791
5193.35702695	0.98198503	0.52661368
5193.38632449	0.95343445	0.47997005
5193.41574178	0.92893483	0.51936351
5193.44515924	0.90776990	0.55629175
5193.47457686	0.90498174	0.51839824
5193.50387506	0.89049136	0.49267012
5193.53329302	0.88509069	0.50464759
5193.56271114	0.89405431	0.52875646
5193.59212943	0.91458529	0.51473456
5193.62142830	0.91622572	0.51756894
5193.65084692	0.90242016	0.52503486
5193.68026571	0.91214107	0.50148481
5193.70956507	0.92337190	0.42881883
5193.73898419	0.93621755	0.44682923
5193.76840348	0.94552713	0.53419837
5193.79782293	0.95696351	0.49319584
5193.82712296	0.93307465	0.48817614
5193.85654275	0.90955966	0.53343697
5193.88596270	0.94377971	0.52375333
5193.91538282	0.94252415	0.50237111
5193.94468351	0.95271169	0.49913690
5193.97410396	0.94782253	0.55660955
5194.00352458	0.93741221	0.50447775
5194.03294537	0.93234883	0.52440592
5194.06224672	0.92122918	0.55177225
5194.09166784	0.90936614	0.50868639
5194.12108913	0.92212568	0.50250018
5194.15039098	0.91480260	0.51986838
5194.17981260	0.93580170	0.50563348
5194.20923438	0.90866963	0.50186228
5194.23865633	0.93049559	0.48057593
5194.26795885	0.95043275	0.53135023
5194.29738113	0.97945339	0.52246618
5194.32680358	0.97407294	0.59076332
5194.35622620	0.95922873	0.58513514
5194.38552938	0.96378153	0.54377643
5194.41495232	0.96676820	0.57826166
5194.44437544	0.98396747	0.55126823
5194.47379872	1.01171057	0.55145338
5194.50310257	0.97847507	0.52143101
5194.53252618	0.96217300	0.52750649
5194.56194996	0.95629265	0.53228472
5194.59137391	0.97388278	0.51809161
5194.62067842	0.97238892	0.53510081
5194.65010270	0.95883473	0.52166807
5194.67952715	0.95744738	0.59834983
5194.70883215	0.95275702	0.61582375
5194.73825693	0.95171918	0.58577334
5194.76768188	0.95515942	0.59368232
5194.79710699	0.95751380	0.59066927
5194.82641266	0.96419809	0.59997446
5194.85583810	0.98638527	0.62657448
5194.88526372	0.96868986	0.60069614
5194.91468950	0.96134082	0.62789463
5194.94399583	0.97653962	0.62553052
5194.97342194	0.97897640	0.63302965
5195.00284822	0.95777789	0.68466967
5195.03227466	0.97559092	0.66690957
5195.06158166	0.98886176	0.63524412
5195.09100843	0.99078704	0.66374306
5195.12043538	0.99256291	0.67492936
5195.14986249	1.01069273	0.63981003
5195.17917015	0.99662138	0.62005025
5195.20859759	0.97583458	0.59788303
5195.23802520	1.00217615	0.54546272
5195.26733336	1.01803594	0.58968792
5195.29676130	0.98591058	0.57255367
5195.32618941	0.98570867	0.55124429
5195.35561769	0.99474721	0.55994062
5195.38492651	0.97772439	0.56197035
5195.41435512	0.97738300	0.63747414
5195.44378389	0.99427754	0.62416103
5195.47321284	0.95559228	0.62268078
5195.50252232	0.93718475	0.66165689
5195.53195159	0.98141327	0.68071527
5195.56138104	1.00725222	0.72638032
5195.59081065	1.01327669	0.69244215
5195.62012079	1.02321309	0.65970736
5195.64955073	1.02013383	0.67287637
5195.67898084	1.00762166	0.66118946
5195.70829148	1.01106735	0.66818548
5195.73772193	1.02761854	0.63407996
5195.76715253	1.03783405	0.60787818
5195.79658331	1.05142676	0.59377249
5195.82589461	1.03276416	0.56991284
5195.85532572	1.04655906	0.57662345
5195.88475700	1.04741470	0.58019513
5195.91418844	0.99854359	0.60281567
5195.94350041	0.98168873	0.56571848
5195.97293218	0.98271453	0.56581665
5196.00236412	0.95582581	0.52466444
5196.03179623	0.91200904	0.54851176
5196.06110886	0.90088321	0.58315348
5196.09054130	0.86530717	0.50478236
5196.11997391	0.87714819	0.54506664
5196.14940668	0.89629349	0.59908663
5196.17871998	0.90006763	0.59028245
5196.20815308	0.90268220	0.58697402
5196.23758636	0.92709360	0.58202351
5196.26690015	0.93838071	0.61770104
5196.29633375	0.92265188	0.61069895
5196.32576753	0.91463055	0.61041704
5196.35520147	0.93670928	0.65436943
5196.38451592	0.95151107	0.63329651
5196.41395019	0.98301559	0.64111133
5196.44338463	0.97358957	0.67297844
5196.47281924	0.98830225	0.67888683
5196.50213436	0.98625165	0.69893461
5196.53156930	0.99338421	0.68850557
5196.56100440	0.99551098	0.68282817
5196.59043967	0.96760993	0.66309315
5196.61975546	0.96310250	0.66399564
5196.64919106	1.01066899	0.67465991
5196.67862683	1.00989297	0.67232125
5196.70806277	1.00594641	0.68413307
5196.73737922	1.02902722	0.67623188
5196.76681549	1.02394890	0.66691631
5196.79625193	1.04732492	0.68506908
5196.82556887	1.05380352	0.66840716
5196.85500564	1.03948296	0.66554996
5196.88444258	1.05534311	0.63792873
5196.91387968	1.03693642	0.62804768
5196.94319729	1.05365939	0.64929226
5196.97263473	1.03790822	0.62900753
5197.00207233	1.04857732	0.60178055
5197.03151010	1.06198759	0.57519797
5197.06082837	1.05686073	0.61037628
5197.09026648	1.06432477	0.63248817
5197.11970475	1.06907152	0.64641411
5197.14914318	1.05952678	0.65536150
5197.17846212	1.05173085	0.70008050
5197.20790089	1.02590069	0.72926358
5197.23733982	1.00330787	0.70265750
5197.26665925	0.99353267	0.73848135
5197.29609852	1.00068462	0.75824917
5197.32553796	1.02794642	0.71936262
5197.35497756	1.02433568	0.76490036
5197.38429766	1.02449424	0.75485737
5197.41373759	1.05244547	0.73132576
5197.44317770	1.04823515	0.75669595
5197.47261796	1.07477393	0.75097771
5197.50193872	1.07756845	0.79171134
5197.53137933	1.08534437	0.80436814
5197.56082009	1.11849027	0.76614763
5197.59026103	1.11198541	0.82205167
5197.61958245	1.11274238	0.86919244
5197.64902372	1.11793323	0.84190305
5197.67846516	1.14350514	0.84555917
5197.70790676	1.14842068	0.87363629
5197.73722884	1.13870283	0.83774395
5197.76667078	1.13955901	0.80322939
5197.79611288	1.11918733	0.83353214
5197.82543546	1.12057128	0.83863502
5197.85487790	1.12889354	0.85100047
5197.88432050	1.14585153	0.84537514
5197.91376327	1.17171130	0.81266140
5197.94308652	1.16080074	0.83258432
5197.97252962	1.14609432	0.83189405
5198.00197288	1.13550631	0.82436254
5198.03141632	1.14038947	0.80635193
5198.06074023	1.11696081	0.76883886
5198.09018400	1.12154713	0.79559185
5198.11962793	1.13251429	0.81182099
5198.14907203	1.12808711	0.80088408
5198.17839661	1.11443066	0.84518283
5198.20784104	1.14932479	0.79301292
5198.23728564	1.14314042	0.83463434
5198.26673041	1.13879234	0.90557321
5198.29605565	1.14817428	0.84754946
5198.32550075	1.12555043	0.84418809
5198.35494601	1.14047184	0.84647569
5198.38427175	1.14316794	0.88922588
5198.41371735	1.14746449	0.88898124
5198.44316312	1.14753008	0.84860165
5198.47260905	1.15323299	0.85060846
5198.50193545	1.16846021	0.89284202
5198.53138172	1.13623692	0.85620586
5198.56082815	1.13559663	0.82878150
5198.59027475	1.09958285	0.84279739
5198.61960181	1.06433117	0.85354280
5198.64904875	1.07975611	0.84317852
5198.67849585	1.08027208	0.81987393
5198.70794311	1.05180829	0.85228577
5198.73727084	1.04030024	0.80539207
5198.76671844	1.05878140	0.83823723
5198.79616621	1.07274647	0.81575660
5198.82549443	1.03721069	0.76649141
5198.85494253	1.05010041	0.79882093
5198.88439080	1.06878634	0.76822123
5198.91383923	1.03595988	0.76783154
5198.94316812	1.03135155	0.75962534
5198.97261688	1.03457043	0.74682165
5199.00206582	1.07070121	0.78069270
5199.03151492	1.08712363	0.79449425
5199.06084447	1.08298247	0.82435896
5199.09029390	1.10794277	0.83372307
5199.11974350	1.08383551	0.83934420
5199.14919327	1.07179661	0.84927008
5199.17852348	1.08820701	0.86244293
5199.20797358	1.10913798	0.85729905
5199.23742385	1.10720473	0.86916097
5199.26687428	1.09504246	0.87895336
5199.29620516	1.10378441	0.83496565
5199.32565593	1.14330122	0.86118364
5199.35510686	1.14852029	0.84202922
5199.38443824	1.12168411	0.83852051
5199.41388950	1.13417269	0.88465088
5199.44334094	1.16233521	0.89116928
5199.47279253	1.16382478	0.88815905
5199.50212458	1.15318690	0.93644591
5199.53157651	1.16701597	0.89174385
5199.56102861	1.16497726	0.92192900
5199.59048087	1.18073027	0.95091686
5199.61981358	1.20274910	0.91963454
5199.64926618	1.20358292	0.88227505
5199.67871894	1.19229019	0.85870118
5199.70817187	1.20346926	0.93149804
5199.73750525	1.20045354	0.91779997
5199.76695851	1.18759788	0.91638833
5199.79641194	1.18389844	0.94288747
5199.82586554	1.16812793	0.95781724
5199.85519958	1.17578187	0.88036140
5199.88465351	1.15917908	0.92726423
5199.91410761	1.15623226	0.92034528
5199.94344214	1.19260959	0.91702432
5199.97289657	1.17700985	0.88888837
5200.00235117	1.17445925	0.88471010
5200.03180593	1.16649396	0.89654565
5200.06114113	1.16776963	0.88210634
5200.09059623	1.18954343	0.95774121
5200.12005149	1.16763063	0.90112912
5200.14950692	1.16412233	0.93680767
5200.17884279	1.17977389	0.96365741
5200.20829855	1.18779345	0.97611419
5200.23775448	1.18182353	0.92860860
5200.26721058	1.17260085	0.90696814
5200.29654710	1.18251804	0.88255710
5200.32600354	1.21728354	0.85777802
5200.35546013	1.20272779	0.88847865
5200.38479716	1.20079964	0.87895234
5200.41425409	1.18525447	0.82782624
5200.44371119	1.17746137	0.80867236
5200.47316845	1.17130220	0.83067722
5200.50250614	1.18453389	0.81602905
5200.53196374	1.16863693	0.76988529
5200.56142150	1.15164590	0.83885864
5200.59087943	1.14955124	0.81993271
5200.62021778	1.14936995	0.86544097
5200.64967605	1.15628063	0.84051763
5200.67913448	1.13384075	0.81935300
5200.70859308	1.10921623	0.88857835
5200.73793209	1.12472470	0.89365124
5200.76739103	1.09119211	0.87531842
5200.79685012	1.07229703	0.95903870
5200.82630939	1.06532998	0.96463996
5200.85564907	1.05379743	0.96324442
5200.88510867	1.02652684	0.91782825
5200.91456843	0.99322537	0.83842625
5200.94390861	1.00699949	0.88458584
5200.97336871	1.01537062	0.86471169
5201.00282897	0.99326504	0.82612834
5201.03228941	1.00422480	0.81508331
5201.06163025	1.01556016	0.84565716
5201.09109101	1.00594624	0.80828308
5201.12055194	1.04802965	0.81878455
5201.15001304	1.08573260	0.79683841
5201.17935455	1.08699219	0.79708550
5201.20881598	1.08713115	0.82578731
5201.23827758	1.10841709	0.79815034
5201.26773934	1.12457126	0.79374054
5201.29708151	1.13732595	0.90810526
5201.32654361	1.11882458	0.86522390
5201.35600588	1.13091111	0.84445248
5201.38546831	1.14737723	0.95116876
5201.41481114	1.14509639	0.90271953
5201.44427391	1.11249155	0.93625165
5201.47373684	1.13829308	0.95338980
5201.50308017	1.15255321	0.92937470
5201.53254344	1.13373426	0.89843379
5201.56200687	1.14376259	0.94279137
5201.59147047	1.16447283	0.90813134
5201.62081447	1.13170247	0.84811122
5201.65027840	1.12225627	0.90005722
5201.67974250	1.13144480	0.88694243
5201.70920677	1.14823457	0.84479479
5201.73855142	1.11321458	0.86371911
5201.76801602	1.09358509	0.86548441
5201.79748079	1.12210819	0.82637503
5201.82694572	1.12768242	0.80838380
5201.85629105	1.13127997	0.84680658
5201.88575631	1.15350660	0.82709032
5201.91522175	1.13867714	0.81688029
5201.94468735	1.12706419	0.84647304
5201.97403334	1.11599441	0.82715540
5202.00349927	1.10832299	0.82889924
5202.03296537	1.12022910	0.89078210
5202.06231186	1.10517368	0.87789450
5202.09177829	1.09437052	0.88047162
5202.12124489	1.11515559	0.85733963
5202.15071166	1.10741438	0.87771664
5202.18005881	1.09369500	0.84797654
5202.20952591	1.10236056	0.83749798
5202.23899318	1.09507384	0.85205940
5202.26846061	1.09968644	0.85669785
5202.29780842	1.08383882	0.86458407
5202.32727619	1.11864615	0.85025628
5202.35674413	1.10591683	0.82377443
5202.38621223	1.08941300	0.84442827
5202.41556071	1.09131412	0.83613530
5202.44502914	1.06340220	0.84072989
5202.47449774	1.04758346	0.83210296
5202.50384672	1.06238907	0.81940165
5202.53331565	1.07709643	0.79115569
5202.56278475	1.07371876	0.76130063
5202.59225402	1.08198593	0.74359429
5202.62160366	1.08192504	0.74519653
5202.65107326	1.07091515	0.69044470
5202.68054303	1.06622256	0.67791668
5202.71001297	1.08645491	0.67573919
5202.73936327	1.06471731	0.69320630
5202.76883354	1.07081647	0.69268628
5202.79830398	1.03756155	0.67699720
5202.82777458	1.03368288	0.66392646
5202.85712555	1.02567713	0.70340730
5202.88659649	1.00776843	0.70059425
5202.91606759	1.01912734	0.71455777
5202.94553886	1.00845933	0.74185677
5202.97489049	0.99263138	0.74451432
5203.00436209	0.98286977	0.76255508
5203.03383386	0.97562286	0.76822626
5203.06318600	0.94576472	0.72221630
5203.09265810	0.95375890	0.74681858
5203.12213037	0.96682153	0.73062277
5203.15160281	0.92859822	0.71028440
5203.18095560	0.93634267	0.73585270
5203.21042837	0.92241788	0.71150701
5203.23990131	0.95882914	0.68673799
5203.26937441	0.95923934	0.68564444
5203.29872787	0.95942475	0.70721517
5203.32820131	0.96303680	0.72276756
5203.35767491	0.95089908	0.67111895
5203.38714869	0.97447662	0.66811628
5203.41650281	0.97772598	0.70901987
5203.44597692	0.99195407	0.67313720
5203.47545119	0.98471470	0.64590707
5203.50492562	0.98607596	0.66775801
5203.53428041	1.01009696	0.63163734
5203.56375519	1.00322486	0.63510232
5203.59323012	1.01747892	0.61729486
5203.62258541	1.02126739	0.57523356
5203.65206068	1.04061952	0.63790065
5203.68153612	1.02213947	0.63872831
5203.71101173	1.01743216	0.62605865
5203.74036768	1.02247610	0.59379693
5203.76984362	1.01557032	0.60485111
5203.79931972	1.05658076	0.56018462
5203.82879600	1.05628865	0.53473827
5203.85815261	1.04914191	0.54955087
5203.88762922	1.05318409	0.58532022
5203.91710599	1.06628992	0.54060425
5203.94658293	1.04335176	0.59137060
5203.97594021	1.03350683	0.62472781
5204.00541749	1.04107688	0.57505913
5204.03489493	1.06178475	0.55855476
5204.06425270	1.06335215	0.57738262
5204.09373048	1.03145137	0.54174592
5204.12320842	1.02092690	0.54480016
5204.15268653	1.05576820	0.47371984
5204.18204497	1.01787809	0.44238637
5204.21152341	0.97261790	0.49210644
5204.24100202	0.98994200	0.48902546
5204.27048079	1.00248628	0.46024982
5204.29983990	0.99266599	0.45601206
5204.32931901	1.00914721	0.44620122
5204.35879828	0.98833538	0.45379694
5204.38827772	0.96414409	0.46194465
5204.41763750	0.96918966	0.45091541
5204.44711727	0.94071543	0.47308672
5204.47659721	0.94930567	0.55866166
5204.50607732	0.92309690	0.55051606
5204.53543776	0.87190623	0.57226683
5204.56491820	0.86540572	0.59961662
5204.59439881	0.88400215	0.55200525
5204.62375975	0.89283964	0.59862895
5204.65324069	0.86959972	0.62534508
5204.68272180	0.86224847	0.63071508
5204.71220308	0.87033944	0.63881005
5204.74156468	0.89988996	0.65031922
5204.77104629	0.89487574	0.61143444
5204.80052806	0.89729352	0.62281950
5204.83001001	0.89359236	0.61327558
5204.85937227	0.91417442	0.65040330
5204.88885455	0.93056309	0.67863469
5204.91833699	0.92236363	0.61520887
5204.94781960	0.92947453	0.60144581
5204.97718253	0.92000007	0.59885113
5205.00666548	0.93025501	0.62496633
5205.03614859	0.94062415	0.59346223
5205.06563187	0.90740668	0.57648335
5205.09499546	0.89657058	0.63644454
5205.12447907	0.89126541	0.56472912
5205.15396285	0.91856962	0.60688750
5205.18332695	0.92313727	0.60842334
5205.21281106	0.90972983	0.60268661
5205.24229534	0.93094610	0.64288651
5205.27177978	0.94859840	0.64639022
5205.30114454	0.92609338	0.64387879
5205.33062932	0.93506389	0.61298047
5205.36011427	0.93409741	0.61578636
5205.38959938	0.94442408	0.57409560
5205.41896480	0.94415125	0.63317571
5205.44845025	0.94400768	0.63228207
5205.47793586	0.97959305	0.63588179
5205.50742164	0.96410561	0.66184243
5205.53678773	0.92418727	0.62797812
5205.56627384	0.92274904	0.66089471
5205.59576013	0.91425832	0.57709428
5205.62512671	0.90400006	0.61911058
5205.65461332	0.89529222	0.61420305
5205.68410011	0.87947880	0.54973159
5205.71358705	0.89894888	0.58543201
5205.74295430	0.88855849	0.52546643
5205.77244159	0.90171420	0.57766948
5205.80192904	0.93125486	0.56173970
5205.83141665	0.96823141	0.50106862
5205.86078457	0.94020957	0.48643903
5205.89027252	0.95309673	0.53610118
5205.91976063	0.94520067	0.49479935
5205.94924892	0.93246707	0.48117279
5205.97861749	0.95222973	0.47341497
5206.00810611	0.97033709	0.48145394
5206.03759490	0.96002949	0.47654585
5206.06708385	0.95909736	0.49107474
5206.09645309	0.99168880	0.50479037
5206.12594237	0.99837561	0.43429063
5206.15543183	0.98974995	0.46829139
5206.18480157	0.99075993	0.46907133
5206.21429135	1.00210468	0.50622240
5206.24378130	0.98072962	0.52804745
5206.27327142	0.98498904	0.52184193
5206.30264183	1.00684774	0.55262523
5206.33213228	0.98851894	0.55850900
5206.36162290	0.97041455	0.58969351
5206.39111369	0.99938362	0.62847272
5206.42048476	1.02662794	0.61545656
5206.44997588	1.01624798	0.66131748
5206.47946717	1.01097582	0.62791491
5206.50895862	0.99903884	0.63838981
5206.53833036	0.98813938	0.62487574
5206.56782214	0.99386188	0.58652251
5206.59731410	0.97684824	0.59189147
5206.62680622	0.99363781	0.55839329
5206.65617862	1.00034719	0.49538339
5206.68567108	1.00345918	0.54085717
5206.71516370	1.02807890	0.53742578
5206.74453660	1.02701506	0.46569314
5206.77402955	0.98269759	0.54665145
5206.80352268	0.97079765	0.58663880
5206.83301597	0.95060047	0.53788222
5206.86238953	0.92998844	0.51347060
5206.89188315	0.92456243	0.46684920
5206.92137694	0.90068295	0.48494387
5206.95087090	0.86314587	0.43597667
5206.98024513	0.85915661	0.45404359
5207.00973942	0.84043761	0.44442977
5207.03923388	0.80393466	0.46374037
5207.06872850	0.77435181	0.51065863
5207.09810340	0.74376341	0.50416006
5207.12759836	0.73671757	0.48807317
5207.15709348	0.73799087	0.52673357
5207.18646887	0.74230589	0.52577644
5207.21596433	0.76550798	0.53407757
5207.24545996	0.75489286	0.51035959
5207.27495575	0.79180214	0.52713755
5207.30433181	0.82778568	0.54897091
5207.33382793	0.83942267	0.46066642
5207.36332423	0.85634442	0.49462613
5207.39282069	0.87936373	0.50123561
5207.42219741	0.89598148	0.46549790
5207.45169420	0.91196017	0.45784770
5207.48119117	0.92361960	0.47721189
5207.51068829	0.94050914	0.44183263
5207.54006568	0.94010975	0.45193596
5207.56956314	0.95473809	0.50363464
5207.59906077	0.97892414	0.55047028
5207.62855857	0.98541007	0.53349764
5207.65793662	1.01203108	0.50787903
5207.68743475	1.01270169	0.52657670
5207.71693305	1.02016214	0.56048296
5207.74631160	1.04544335	0.61181875
5207.77581023	1.03537960	0.61062883
5207.80530902	1.03060912	0.62996934
5207.83480799	1.04083511	0.61318231
5207.86418720	1.06090086	0.63231558
5207.89368650	1.04205291	0.61088148
5207.92318597	1.05526143	0.60676040
5207.95268560	1.05636976	0.60572423
5207.98206548	1.06024309	0.67677848
5208.01156544	1.12047563	0.69736827
5208.04106558	1.10715428	0.66863905
5208.07056588	1.10366963	0.71625976
5208.09994642	1.14880064	0.68854071
5208.12944705	1.16305500	0.66671483
5208.15894785	1.15091543	0.68317163
5208.18844882	1.16525359	0.66440424
5208.21783003	1.16062482	0.65372724
5208.24733133	1.15442336	0.67260696
5208.27683280	1.14982724	0.69738347
5208.30621451	1.16690096	0.67771006
5208.33571631	1.15874073	0.67079866
5208.36521828	1.16338290	0.71629449
5208.39472042	1.18018442	0.70080595
5208.42410279	1.17667501	0.69125695
5208.45360526	1.16551383	0.74812771
5208.48310790	1.14806500	0.71775801
5208.51261070	1.16091176	0.72733717
5208.54199374	1.14124073	0.74053216
5208.57149688	1.13414523	0.75569915
5208.60100018	1.14401606	0.74583326
5208.63050365	1.16569311	0.70553862
5208.65988736	1.19597514	0.75073660
5208.68939116	1.16801012	0.70321840
5208.71889513	1.14764240	0.65807615
5208.74827934	1.15373622	0.71590900
5208.77778364	1.12079923	0.69901201
5208.80728811	1.09955788	0.73977121
5208.83679275	1.10262677	0.71453745
5208.86617762	1.09273466	0.70488727
5208.89568260	1.06457401	0.74007805
5208.92518774	1.04823977	0.74144026
5208.95469304	1.03335033	0.71575271
5208.98407858	1.01809667	0.68691125
5209.01358422	1.02629370	0.68029592
5209.04309003	0.99125394	0.67601828
5209.07259600	0.97216091	0.64132548
5209.10198220	1.00494123	0.65435161
5209.13148851	1.05518275	0.67629787
5209.16099498	1.05593597	0.65990499
5209.19050163	1.04859530	0.66151876
5209.21988849	1.05282459	0.71482146
5209.24939547	1.04976852	0.69993191
5209.27890261	1.08055287	0.68048158
5209.30828997	1.09633581	0.69687625
5209.33779745	1.12091795	0.70400033
5209.36730510	1.07597875	0.72030180
5209.39681291	1.07058124	0.71431223
5209.42620094	1.07844963	0.65042675
5209.45570908	1.03652501	0.59805969
5209.48521739	1.01676771	0.61723574
5209.51472587	0.99041625	0.61998822
5209.54411457	1.01147791	0.63108575
5209.57362338	1.00773675	0.62095215
5209.60313236	0.99162882	0.58104282
5209.63264151	0.99342450	0.57607013
5209.66203087	0.99657015	0.53826608
5209.69154035	1.02800236	0.53734722
5209.72105000	1.01065569	0.48962167
5209.75055981	1.00487474	0.53276676
5209.77994984	1.02593620	0.54281198
5209.80945998	1.02135870	0.51612662
5209.83897030	1.02848448	0.51765702
5209.86836082	1.04747957	0.49616936
5209.89787147	1.04711741	0.56394161
5209.92738229	1.05508209	0.57101773
5209.95689327	1.05660892	0.62288129
5209.98628446	1.03919706	0.64081955
5210.01579578	1.02943215	0.62955809
5210.04530726	1.05100489	0.63690785
5210.07481892	1.07255813	0.65366992
5210.10421077	1.09780204	0.69180124
5210.13372276	1.07436693	0.71310305
5210.16323491	1.07965379	0.74039730
5210.19274723	1.10118130	0.74502267
5210.22213975	1.14219647	0.79502288
5210.25165240	1.12548129	0.83495458
5210.28116522	1.10257930	0.87038196
5210.31055824	1.16717915	0.85043762
5210.34007139	1.15868144	0.88623801
5210.36958471	1.16915467	0.87143813
5210.39909820	1.20696766	0.88381482
5210.42849189	1.22439388	0.92353699
5210.45800571	1.20413521	0.92088069
5210.48751970	1.20380331	0.91534825
5210.51703386	1.20268566	0.94908759
5210.54642820	1.20325569	0.88791785
5210.57594269	1.21197289	0.89712186
5210.60545735	1.19733588	0.89447361
5210.63497218	1.22602347	0.91194891
5210.66436719	1.20578220	0.89961342
5210.69388235	1.21185614	0.95130728
5210.72339767	1.22340801	0.93911009
5210.75291317	1.18413712	0.88479748
5210.78230885	1.16259050	0.91270497
5210.81182467	1.18427776	0.88822163
5210.84134067	1.16906168	0.84992512
5210.87073684	1.16091330	0.89196619
5210.90025317	1.16113804	0.86687144
5210.92976967	1.12206574	0.84257415
5210.95928633	1.11398746	0.85671989
5210.98868317	1.13553897	0.83095236
5211.01820017	1.13233816	0.79111897
5211.04771733	1.13741180	0.80442594
5211.07723466	1.12842902	0.84941535
5211.10663217	1.12523701	0.88508553
5211.13614983	1.12990717	0.87399628
5211.16566766	1.12054933	0.85117504
5211.19518566	1.12144156	0.86642151
5211.22458383	1.12073286	0.86480297
5211.25410217	1.10730828	0.84012210
5211.28362067	1.09622265	0.87799087
5211.31313933	1.10606234	0.88807330
5211.34253817	1.08797709	0.89288550
5211.37205717	1.06585081	0.87152200
5211.40157634	1.06199138	0.85748542
5211.43097568	1.03623079	0.82973634
5211.46049518	1.04434327	0.82293757
5211.49001484	1.04474979	0.77915863
5211.51953468	1.04748896	0.82554632
5211.54893468	1.02260348	0.77611641
5211.57845485	1.02403396	0.75050084
5211.60797519	1.02039823	0.75517389
5211.63749569	1.01043112	0.70580941
5211.66689636	1.00510648	0.67795105
5211.69641720	1.02983770	0.68455622
5211.72593820	1.02387220	0.69301127
5211.75545938	1.00607023	0.67984070
5211.78486071	1.00334296	0.68585406
5211.81438221	1.03710435	0.60357713
5211.84390389	1.03706370	0.66798206
5211.87330572	1.01478919	0.68857030
5211.90282773	1.02373223	0.70526048
5211.93234990	1.04018151	0.70730664
5211.96187224	1.01898355	0.67443676
5211.99127474	1.03166120	0.71908974
5212.02079742	1.05328320	0.71967555
5212.05032026	1.03822019	0.65465439
5212.07984327	1.06681281	0.64987260
5212.10924643	1.06958579	0.67725046
5212.13876977	1.08005880	0.69086680
5212.16829328	1.08701100	0.67722873
5212.19781696	1.07556403	0.70149837
5212.22722079	1.07298361	0.67925303
5212.25674480	1.06668188	0.70506147
5212.28626898	1.06114297	0.73503254
5212.31579333	1.07551401	0.74114117
5212.34519782	1.05796255	0.71967502
5212.37472250	1.04345560	0.72953467
5212.40424735	1.07696434	0.78172553
5212.43365234	1.08925866	0.81060107
5212.46317752	1.08839131	0.84301945
5212.49270287	1.07503067	0.84260409
5212.52222839	1.09027713	0.86561322
5212.55163405	1.06689234	0.83305050
5212.58115989	1.03758692	0.85852172
5212.61068591	1.03752981	0.90383068
5212.64021209	1.01632711	0.89699098
5212.66961842	1.01822352	0.85073941
5212.69914494	1.02760041	0.79997036
5212.72867162	1.02943231	0.80956896
5212.75819847	1.03729322	0.79505536
5212.78760546	1.05892356	0.78135110
5212.81713265	1.06032662	0.73656914
5212.84666000	1.06789394	0.74097096
5212.87618752	1.03590375	0.68982220
5212.90559518	1.06550421	0.71265702
5212.93512303	1.06507888	0.77195141
5212.96465105	1.04151265	0.71362609
5212.99405921	1.03017448	0.75409165
5213.02358756	1.06553863	0.76579235
5213.05311609	1.08696854	0.77025689
5213.08264478	1.06787182	0.76171046
5213.11205360	1.07324139	0.75789490
5213.14158262	1.07554824	0.80616614
5213.17111181	1.09159524	0.79364846
5213.20064117	1.08743365	0.79999367
5213.23005065	1.06369966	0.79273993
5213.25958035	1.06451582	0.77187160
5213.28911021	1.06397812	0.71918847
5213.31864023	1.04810267	0.72105110
5213.34805038	1.06348095	0.68243655
5213.37758074	1.06944024	0.67793472
5213.40711127	1.05399070	0.66440780
5213.43652192	1.05022652	0.70999131
5213.46605278	1.04608412	0.66662264
5213.49558381	1.05311470	0.70381800
5213.52511501	1.05558503	0.71417306
5213.55452633	1.06762003	0.71188988
5213.58405786	1.05057108	0.68276093
5213.61358955	1.01446978	0.72367232
5213.64312142	1.02030412	0.73123104
5213.67253340	1.01494752	0.68857508
5213.70206560	0.98347290	0.76085282
5213.73159796	0.98728565	0.70312656
5213.76113050	0.98650654	0.69292327
5213.79054314	0.98191355	0.70368664
5213.82007601	0.98744850	0.64992737
5213.84960905	1.01750726	0.68580751
5213.87914225	0.96741371	0.70415534
5213.90855556	0.96328412	0.68811824
5213.93808910	1.00197216	0.66475845
5213.96762280	1.02073343	0.67370369
5213.99703661	1.03425470	0.67399868
5214.02657065	1.04294240	0.67573533
5214.05610485	1.05734281	0.66348053
5214.08563922	1.06082277	0.74089840
5214.11505370	1.06456185	0.71842665
5214.14458841	1.05635557	0.71506853
5214.17412328	1.07239115	0.74469414
5214.20365832	1.10414472	0.74347058
5214.23307346	1.12041247	0.77024320
5214.26260884	1.10524121	0.76030817
5214.29214438	1.11727481	0.78058023
5214.32168008	1.08677066	0.74730757
5214.35109590	1.10996717	0.77869931
5214.38063194	1.12554481	0.81590819
5214.41016815	1.11542146	0.76554838
5214.43970452	1.11179920	0.74579080
5214.46912100	1.10359284	0.73455313
5214.49865771	1.11522736	0.70152013
5214.52819459	1.11824227	0.69929385
